Screen_bg,ConsentKey.keys,ConsentKey.rt,Begin.keys,Begin.rt,checkresp.keys,checkresp.corr,checkresp.rt,Attention.thisRepN,Attention.thisTrialN,Attention.thisN,Attention.thisIndex,Attention.ran,AttnQuestion,AttnAnswer,participant,PROLIFIC_ID,Age,Gender,Handedness,Native Language,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,NextStep.keys,NextStep.rt,InstRep.thisRepN,InstRep.thisTrialN,InstRep.thisN,InstRep.thisIndex,InstRep.ran,PracProceed.keys,PracProceed.rt,DisResp.keys,DisResp.corr,TargetPosition,TargetResp_p.keys,TargetResp_p.corr,TargetResp_p.rt,Prac_loop.thisRepN,Prac_loop.thisTrialN,Prac_loop.thisN,Prac_loop.thisIndex,Prac_loop.ran,Block,SalD,NSalD,Salience,Condition,PosMatch,Target,CorrectAnswer,Validity,Exp_proceed.keys,Exp_proceed.rt,PracRepeat.thisRepN,PracRepeat.thisTrialN,PracRepeat.thisN,PracRepeat.thisIndex,PracRepeat.ran,TargetResp.keys,TargetResp.corr,TargetResp.rt,headstartLearn.thisRepN,headstartLearn.thisTrialN,headstartLearn.thisN,headstartLearn.thisIndex,headstartLearn.ran,brkContinue.keys,ExpTrials.thisRepN,ExpTrials.thisTrialN,ExpTrials.thisN,ExpTrials.thisIndex,ExpTrials.ran,PauseResp.keys,PauseResp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,CA_Proceed.keys,CA_Proceed.rt,Resp1_2.keys,CAResponse.keys,CAResponse.corr,CAResponse.rt,CA_trials.thisRepN,CA_trials.thisTrialN,CA_trials.thisN,CA_trials.thisIndex,CA_trials.ran,AwareResp.keys,AwareResp.corr,AwareResp.rt,AwareQ_loop.thisRepN,AwareQ_loop.thisTrialN,AwareQ_loop.thisN,AwareQ_loop.thisIndex,AwareQ_loop.ran,AwareQ,Solution,Performance,ContingencyChkScore,todebrief.keys,todebrief.rt,Finalend.keys,Finalend.rt
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0.11,-0.1]","[""u""]",1,[1.3916749999625608],0,7,7,5,1,Practice,N,X,N,learn,Salient,8,u,valid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[-0.15,0]","[""e""]",1,[1.1394800000125542],0,8,8,2,1,Practice,C,L,C,learn,Salient,5,e,valid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[-0.11,0.1]","[""u""]",1,[0.7584149999311194],0,9,9,1,1,Practice,N,X,N,learn,Salient,8,u,valid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0.11,0.1]","[""u""]",1,[1.2497699999948964],0,10,10,11,1,Practice,N,X,N,learn,NonSalient,8,u,valid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0.15,0]","[""e""]",1,[1.4829950000857934],0,11,11,13,1,Practice,N,X,N,learn,Salient,5,e,invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0.11,0.1]","[""e""]",1,[0.734375],0,12,12,15,1,Practice,N,X,N,learn,NonSalient,5,e,invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0,0.15]","[""u""]",1,[0.6012399999890476],0,13,13,14,1,Practice,C,L,C,learn,NonSalient,8,u,invalid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0.15,0]","[""e""]",1,[1.2993299999507144],0,14,14,0,1,Practice,C,L,C,learn,Salient,5,e,valid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0.15,0]","[""u""]",1,[0.9205599999986589],0,15,15,9,1,Practice,N,X,N,learn,NonSalient,8,u,valid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.2458,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,HeadStart,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[2.3990800000028685],0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,HeadStart,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[1.3517599999904633],0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,HeadStart,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[0.6606850000098348],0,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,HeadStart,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.284129999927245],0,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,HeadStart,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.4179100000765175],1,0,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,HeadStart,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.9362599999876693],1,1,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,HeadStart,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.2104299999773502],1,2,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,HeadStart,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[1.1665000000502914],1,3,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,HeadStart,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[1.050734999938868],2,0,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,HeadStart,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[2.0353099999483675],2,1,9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,HeadStart,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.8242350000655279],2,2,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,HeadStart,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.5953450000379235],2,3,11,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,HeadStart,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.5973249999806285],3,0,12,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,HeadStart,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[0.8813650000374764],3,1,13,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,HeadStart,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[1.030614999937825],3,2,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,HeadStart,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.6620699999621138],3,3,15,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,HeadStart,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.9635700000217184],4,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,HeadStart,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[1.3276700000278652],4,1,17,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,HeadStart,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.2492400000337511],4,2,18,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,HeadStart,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""e"",""u""]",0,"[1.1750599999213591,1.9610150000080466]",4,3,19,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,HeadStart,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.4620400000130758],5,0,20,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,HeadStart,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[2.224225000012666],5,1,21,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,HeadStart,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.7300599999725819],5,2,22,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,HeadStart,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.6023349999450147],5,3,23,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,HeadStart,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e"",""e"",""e""]",1,"[1.7339199999114498,1.7349349999567494,1.7368149999529123]",6,0,24,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,HeadStart,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.7833649999229237],6,1,25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,HeadStart,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.4952449999982491],6,2,26,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,HeadStart,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[1.037330000079237],6,3,27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,HeadStart,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""e"",""u""]",0,"[0.8477649999549612,1.203429999994114]",7,0,28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,HeadStart,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.6632649999810383],7,1,29,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,HeadStart,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[2.296299999929033],7,2,30,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,HeadStart,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.7189650000073016],7,3,31,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,HeadStart,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.1890450000064448],8,0,32,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,HeadStart,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.5242299999808893],8,1,33,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,HeadStart,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.164299999945797],8,2,34,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,HeadStart,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[1.0655099999858066],8,3,35,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,HeadStart,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[1.1875449999934062],9,0,36,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,123,,27,male,right,German,2021-01-12_13h13.14.825,Exp5_VS,2020.1.3,Win32,60,Chrome,1500,1000,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,HeadStart,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[0.8321449999930337],9,1,37,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
